Original_index,New_project,Name,Country,Potential emissions (Gt CO2),Fuel
209,True,Siarmal Coal Mine,India,1.8605412000000001,Coal
374,True,Collingham Shale,South Africa,1.8498882064136324,Oil&Gas
364,True,Safaniya YTF Concession,Saudi-Arabia,1.8428718673923543,Oil&Gas
15,False,Byerwen Coal Mine,Australia,1.8407267999999999,Coal
121,True,Madaotou Coal Mine,China,1.8353013000000002,Coal
365,True,Zuluf (expansion),Saudi-Arabia,1.8332133470399974,Oil&Gas
210,True,Kerandari BC,India,1.83304,Coal
122,False,Qingshuiying Coal Mine,China,1.8280693199999998,Coal
299,False,Qatargas 2 LNG T4-T5,Qatar,1.8280354311219043,Oil&Gas
123,False,Buliangou Coal Mine,China,1.820015076,Coal
411,False,Anadarko Shelf_Oklahoma,United States,1.8178260724192359,Oil&Gas
16,False,Galilee Coal Mine,Australia,1.8162899999999997,Coal
328,True,Sugodinsk-Ogodzhinsky Coal Mine,Russian Federation,1.8158659199999998,Coal
124,False,Shanxi Lu'an Gucheng Coal Mine,China,1.8113506619999997,Coal
329,True,Leningradskoye (Kara Sea),Russian Federation,1.8006198833061018,Oil&Gas
125,False,Shangwan Coal Mine,China,1.78657776,Coal
300,True,QatarGas LNG T12-T13 (NFE-South),Qatar,1.7852105812840446,Oil&Gas
126,False,Hanglaiwan Coal Mine,China,1.780964196,Coal
288,False,Troll,Norway,1.7721044298996784,Oil&Gas
127,False,Xiaojiawa Coal Mine,China,1.7692733387999997,Coal
128,True,Southeast Uplift Onshore Heilongjiang Province,China,1.7505364513069903,Oil&Gas
238,False,Gachsaran,Iran,1.7392968773440003,Oil&Gas
129,True,Chagannur No.1 Coal Mine,China,1.7365051200000001,Coal
17,False,Hunter Valley North Coal Mine,Australia,1.7340179999999998,Coal
130,True,Muduchaideng Coal Mine,China,1.7194834667999999,Coal
131,True,Qiyuan Coal Mine,China,1.71387033,Coal
330,False,Arshanovsky Coal Mine,Russian Federation,1.7084759999999999,Coal
201,False,Hambach Coal Mine,Germany,1.7054961000000002,Coal
273,True,Sirte Shale,Libya,1.703281911431699,Oil&Gas
375,True,Paardekop Coal Mine,South Africa,1.6962726,Coal
132,False,Weijiamao Open Pit Mine,China,1.6865098799999998,Coal
18,False,Hutton Coal Mine,Australia,1.6859990399999998,Coal
255,False,Zubair,Iraq,1.679304398928,Oil&Gas
133,True,Nalin River No.2 Coal Mine,China,1.6747213955999998,Coal
390,False,Bab (Gasco),United Arab Emirates,1.674389775421935,Oil&Gas
134,False,Dingji Coal Mine,China,1.6673249999999997,Coal
384,True,Menilite Shale,Ukraine,1.6666733906470088,Oil&Gas
27,False,ACG (Azeri-Chirag-Guneshli Deep Water),Azerbaijan,1.66026569488,Oil&Gas
135,False,Baode Coal Mine,China,1.6584420599999998,Coal
331,True,Usinsk-1 Coal Mine,Russian Federation,1.6566541199999998,Coal
412,True,Baltimore Canyon Offshore,United States,1.6485116991200002,Oil&Gas
38,True,Candeias Shale,Brazil,1.6417978651761618,Oil&Gas
197,True,San Juan Coal Mine,Colombia,1.6401369599999998,Coal
332,False,Pereyaslovskiy Coal Mine,Russian Federation,1.6346609999999997,Coal
198,True,La Luna Shale,Colombia,1.6167888359506832,Oil&Gas
136,False,Wangjiata Coal Mine,China,1.61328948,Coal
137,False,Wudong Coal Mine,China,1.61328948,Coal
138,True,Shengli No.1 Open-Pit Coal Mine,China,1.6129498000000002,Coal
211,True,Bankui,India,1.6,Coal
256,False,Qurna West-2,Iraq,1.5987232813760002,Oil&Gas
333,False,Gazprom dobycha Orenburg,Russian Federation,1.5933132221116892,Oil&Gas
366,False,Abqaiq,Saudi-Arabia,1.5928277695368342,Oil&Gas
139,False,Baiyinhua No.3 Surface Mine,China,1.5792966000000002,Coal
383,False,Dovletabad-Donmez,Turkmenistan,1.5780942876174249,Oil&Gas
140,False,Tongxin Coal Mine,China,1.5686193599999998,Coal
141,False,Shenhua Baorixile Surface Coal Mine,China,1.5660757,Coal
239,False,Agha Jari,Iran,1.5631102313914453,Oil&Gas
39,True,Campos Offshore,Brazil,1.56095129944,Oil&Gas
142,False,Sijiazhuang Coal Mine,China,1.5598057229999998,Coal
301,False,Dolphin,Qatar,1.5502358762213548,Oil&Gas
334,True,Pervomaisky Coal Mine,Russian Federation,1.53518772,Coal
143,False,Gaohe Coal Mine,China,1.533939,Coal
212,False,Talaipalli Coal Mine,India,1.5329487599999998,Coal
144,False,Xiwan Surface Coal Mine,China,1.5295985628,Coal
145,False,Liuzhuang Coal Mine,China,1.5205436399999999,Coal
213,False,Lakhanpur Coal Mine,India,1.5179997,Coal
214,True,"Integrated Belpahar, Lakhanpur, Lilari Coal Mine",India,1.5167978000000002,Coal
302,False,Rasgas 2 LNG T3-T5,Qatar,1.509806372305485,Oil&Gas
146,False,Shengli,China,1.505781359576504,Oil&Gas
303,False,Rasgas 3 LNG T6-T7,Qatar,1.490692040585981,Oil&Gas
147,True,Yadian Coal Mine,China,1.49064531,Coal
148,False,Lijiahao Coal Mine,China,1.4790520799999998,Coal
392,True,Bowland Shale,United Kingdom,1.4760825938272615,Oil&Gas
335,True,Arctic LNG 2 T1-3,Russian Federation,1.4755790891378633,Oil&Gas
149,False,Shicaocun Coal Mine,China,1.4563781627999999,Coal
272,True,Khafji,Kuwait-Saudi-Arabia-Neutral Zone,1.439897188912,Oil&Gas
367,False,Ghawar Ain Dar S,Saudi-Arabia,1.4346445302213289,Oil&Gas
240,False,Ahwaz Bangestan,Iran,1.433911709079079,Oil&Gas
150,False,Shangyuquan Coal Mine,China,1.4287740719999997,Coal
376,True,New Largo Coal Mine,South Africa,1.4277977999999998,Coal
151,False,Qingchunta Coal Mine,China,1.4235022032,Coal
152,True,Taohe Coal Mine,China,1.4134954151999999,Coal
28,True,Central Arabian Offshore,Bahrain,1.41144478488,Oil&Gas
153,False,Xiaozhuang Coal Mine,China,1.4107130399999999,Coal
257,False,Halfayah,Iraq,1.4090438562720002,Oil&Gas
29,False,Phulbari Coal Mine,Bangladesh,1.3960689599999998,Coal
413,False,Austin Chalk Tight,United States,1.3928280650692542,Oil&Gas
154,False,Wucaiwan No.1 Surface Mine,China,1.3896979676999999,Coal
155,False,Shaqu No.1 Coal Mine,China,1.38630624,Coal
156,False,Oil shale China,China,1.3854614488,Oil&Gas
157,True,Sanjiao No.1 Coal Mine,China,1.3845733571999999,Coal
282,True,Revuboe Coal Mine,Mozambique,1.38454668,Coal
391,False,Asab,United Arab Emirates,1.3732313337600002,Oil&Gas
215,True,Balaram Coal Mine,India,1.3731152399999997,Coal
158,True,Zhong Yu Coal Mine,China,1.3716082379999999,Coal
19,False,Olive Downs Coal Mine,Australia,1.37120808,Coal
199,False,Pribbenow Coal Mine,Colombia,1.3692214799999998,Coal
336,True,Volga - Urals Onshore,Russian Federation,1.3676370801600002,Oil&Gas
378,True,Tanf Shale,Syria,1.3636553261184028,Oil&Gas
159,True,Mengcun Coal Mine,China,1.3630709663999998,Coal
160,False,Huangling No.2 Coal Mine,China,1.36189944,Coal
414,False,Barnett Shale,United States,1.3608799636973585,Oil&Gas
161,False,Dafosi Coal Mine,China,1.3600201163999999,Coal
241,False,Pazanan,Iran,1.3584091667848317,Oil&Gas
415,False,Black Thunder Coal Mine,United States,1.3580400329999998,Coal
162,False,Xinjiang (CNPC),China,1.3564203084451338,Oil&Gas
49,False,Athabasca Oil Sands Project,Canada,1.35585326448,Oil&Gas
20,False,Saraji East Coal Mine,Australia,1.33919544,Coal
337,False,Romashkino,Russian Federation,1.3386049352,Oil&Gas
163,False,Zhangjiamao Coal Mine,China,1.3243129679999999,Coal
202,False,Garzweiler Coal Mine,Germany,1.3220900000000002,Coal
338,True,Rusanovskoye (Kara Sea),Russian Federation,1.3161239491611803,Oil&Gas
227,True,GAM Coal Mine,Indonesia,1.31552652,Coal
21,False,Ensham Coal Mine,Australia,1.3149939599999998,Coal
217,True,Mandakini B,India,1.31316,Coal
216,True,Gare Pelma Sector II,India,1.3103,Coal
283,True,MZLNG Joint Development (T1-T2),Mozambique,1.3101757227075046,Oil&Gas
164,False,Talahao Coal Mine,China,1.2974898948,Coal
339,True,Inaglinskaya-2 Mine,Russian Federation,1.2966,Coal
165,False,Baishihu Surface Mine,China,1.2935603999999998,Coal
265,True,Carboniferous Shale,Kazakhstan,1.287218514595456,Oil&Gas
40,False,Mero (Libra NW),Brazil,1.2870240552,Oil&Gas
340,False,Gazprom dobycha Nadym,Russian Federation,1.286567712273437,Oil&Gas
304,False,QatarGas 1 LNG T1-T3,Qatar,1.2832725581705358,Oil&Gas
258,False,Nahr bin Umar,Iraq,1.2776434311264002,Oil&Gas
242,False,South Pars (Phases 9-10) dry gas,Iran,1.26500630256,Oil&Gas
166,False,Halagou Coal Mine,China,1.2593908799999998,Coal
167,True,Wenjiazhuang Coal Mine,China,1.2551685035999998,Coal
416,True,Beaufort Sea Offshore,United States,1.25481059912,Oil&Gas
168,True,Yuwang No.1 Coal Mine,China,1.2525688764,Coal
169,True,Baiyanghe Coal Mine,China,1.23986544,Coal
341,True,Taymyr Basin CBM,Russian Federation,1.23332178528,Oil&Gas
50,False,Christina Lake,Canada,1.2321289437600003,Oil&Gas
2,False,Hassi Messaoud,Algeria,1.2159234081532277,Oil&Gas
170,False,Yangquan No.1 Coal Mine,China,1.2109950539999998,Coal
266,False,Karachaganak,Kazakhstan,1.2077343746547762,Oil&Gas
171,False,Daliuta Coal Mine,China,1.2071603279999998,Coal
172,True,Xinjiang Hongshan Coal Mine,China,1.2048172752,Coal
51,False,Liard Shale,Canada,1.201818384,Oil&Gas
173,False,Antaibao Surface Mine,China,1.19837388,Coal
218,False,Kaniha Coal Mine,India,1.1969351099999999,Coal
174,False,Shahaiji No.1 Coal Mine,China,1.1959331999999998,Coal
243,True,Kish Gas Project,Iran,1.1936325984933431,Oil&Gas
175,False,Shigetai Coal Mine,China,1.1933025299999998,Coal
176,False,Fengjiata Coal Mine,China,1.18617048,Coal
417,False,Hamilton County Mine No.1,United States,1.1847792923999998,Coal
52,False,Syncrude Mildred Lake/Aurora,Canada,1.1840500443200002,Oil&Gas
342,True,North Kara Sea Offshore,Russian Federation,1.17696009392,Oil&Gas
22,False,Hunter Valley South Coal Mine,Australia,1.1737967999999999,Coal
219,False,Dipka Coal Mine,India,1.1718525000000002,Coal
343,True,West Siberia Onshore,Russian Federation,1.16451320024,Oil&Gas
220,False,Kusmunda Coal Mine,India,1.1502183000000001,Coal
177,False,Gaojiabao Coal Mine,China,1.1471196,Coal
178,False,Shajihai No.2 Coal Mine,China,1.1471196,Coal
305,False,Al Khaleej Gas project,Qatar,1.1353073492309076,Oil&Gas
179,True,Talike District No. 2 Coal Mine,China,1.1349162,Coal
180,False,Huojitu Well Of Daliuta Coal Mine,China,1.1333649599999998,Coal
23,False,Yallourn,Australia,1.13003484,Coal
181,True,Changcheng No.3 Coal Mine,China,1.12311012,Coal
24,False,Mount Pleasant Coal Mine,Australia,1.1202721199999999,Coal
204,True,Greater Turbot (Stabroek),Guyana,1.1144236752480001,Oil&Gas
228,False,Indexim Coalindo Coal Mine,Indonesia,1.1133857699999998,Coal
244,True,Pars Southwest,Iran,1.1092643000104647,Oil&Gas
418,True,Gulf Coast Centre Offshore,United States,1.10620091296,Oil&Gas
221,True,Banhardih,India,1.106,Coal
245,False,South Pars (Phases 4-5) dry gas,Iran,1.1009755224,Oil&Gas
344,False,SeverEnergia Project,Russian Federation,1.099534928769511,Oil&Gas
229,True,Pakar North Coal Mine,Indonesia,1.0949309,Coal
230,False,Tutupan Coal Mine,Indonesia,1.09340658,Coal
423,True,La Luna Shale,Venezuela,1.0905220150267299,Oil&Gas
419,True,Youngs Creek Coal Mine,United States,1.08842976,Coal
182,False,Yangjiacun Coal Mine,China,1.07878056,Coal
231,False,MHU Coal Mine,Indonesia,1.0752436799999998,Coal
183,False,Yangchangwan No.1 Well Coal Mine,China,1.0738991999999998,Coal
289,False,Johan Sverdrup,Norway,1.0738719824297533,Oil&Gas
232,False,BIB Coal Mine,Indonesia,1.0734273899999998,Coal
377,True,Bernice-Cygnus Coal Mine,South Africa,1.07242344,Coal
184,True,Wangwa Coal Mine,China,1.072190724,Coal
185,True,Ba Leng Coal Mine,China,1.0713608927999998,Coal
420,True,West Florida Offshore,United States,1.06926148888,Oil&Gas
259,False,Ratawi,Iraq,1.065138743552,Oil&Gas
261,False,Leviathan,Israel,1.0602417720564168,Oil&Gas
186,False,Zaoquan Coal Mine,China,1.05925512,Coal
25,True,Velkerri Shale,Australia,1.0580311833284468,Oil&Gas
222,True,Saharpur Jamarpani,India,1.048,Coal
246,False,Mansouri Bangestan,Iran,1.0458388876,Oil&Gas
187,False,Anjialing Open-Pit Mine,China,1.04461104,Coal
223,False,Moher Amlohri Coal Mine,India,1.0443667499999998,Coal
188,True,Central Uplift Onshore Xinjiang Uygur Autonomous Region,China,1.04432646968,Oil&Gas
247,False,South Pars (Phases 22-24),Iran,1.0427308097560606,Oil&Gas
260,False,Basrah Gas project,Iraq,1.0411542907760492,Oil&Gas
345,False,Erkovetskiy Coal Mine,Russian Federation,1.0389178799999998,Coal
189,True,Longwan Coal Mine,China,1.0358548287,Coal
53,False,Fording River,Canada,1.0348086,Coal
286,False,NLNG Base Project,Nigeria,1.0334113520575974,Oil&Gas
368,True,Sudair Shale,Saudi-Arabia,1.0328931229372316,Oil&Gas
346,True,Shurapskaya Coal Mine,Russian Federation,1.03240764,Coal
379,True,Tanzanian Coastal Offshore,Tanzania,1.0311981669599999,Oil&Gas
190,True,Shanxi Dongda Coal Mine,China,1.0299669599999999,Coal
369,False,Harmaliyah,Saudi-Arabia,1.0280955230608393,Oil&Gas
278,True,Yucatan Platform Offshore,Mexico,1.02579831536,Oil&Gas
284,True,Area-1 Future Phases,Mozambique,1.0227243558541261,Oil&Gas
267,False,Borly Coal Mines,Kazakhstan,1.0226449199999998,Coal
191,False,Kouzi East Coal Mine,China,1.01906904,Coal
248,False,South Pars (Phases 20-21),Iran,1.0171732264459443,Oil&Gas
249,False,South Pars (Phases 2-3) dry gas,Iran,1.01627422416,Oil&Gas
192,True,Hongshuliang Coal Mine,China,1.0139316924,Coal
274,False,El Sharara,Libya,1.0078460698384,Oil&Gas
285,True,Area 1 LNG (T1&T2),Mozambique,1.0066545972020167,Oil&Gas
193,True,West Well of Faer Second Coal Mine,China,1.00573044,Coal
194,False,Sihe Coal Mine,China,1.00522563,Coal
205,False,Greater Liza (Liza),Guyana,1.002783934256,Oil&Gas
26,False,Blackwater Coal Mine,Australia,1.000395,Coal
424,False,Sengwe Colliery,Zimbabwe,1.0,Coal
268,False,Shubarkol Coal Mine,Kazakhstan,0.9909160799999999,Coal
233,False,Pasir Coal Mine,Indonesia,0.9753477299999999,Coal
