Carbon_bomb_name,Country,Company
Permian Midland Tight,United States,Juno Operating Company
Permian Midland Tight,United States,Surge Operating
Permian Midland Tight,United States,"Brown, H.L. Operating"
Permian Midland Tight,United States,Texland Petroleum
Permian Midland Tight,United States,Walsh Petroleum
Permian Midland Tight,United States,Sabinal Energy Operating LLC
Permian Midland Tight,United States,CHI Operating
Permian Midland Tight,United States,Apache Co.
Permian Midland Tight,United States,Occidental Permian
Permian Midland Tight,United States,HEXP Operating
Permian Midland Tight,United States,Moriah Operating
Permian Midland Tight,United States,Hunt Oil Company
Permian Midland Tight,United States,HighPeak Energy Inc
Permian Midland Tight,United States,Diamondback E&P
Permian Midland Tight,United States,Yucca Energy
Permian Midland Tight,United States,White Rock Oil & Gas
Permian Midland Tight,United States,Verdugo-Pablo Energy
Permian Midland Tight,United States,Wishbone Texas Operating Co.
Permian Midland Tight,United States,Ring Energy Inc
Permian Midland Tight,United States,Custer & Wright Operating
Permian Midland Tight,United States,Hadaway Consult And Engineer
Permian Midland Tight,United States,E R Operating Co.
Permian Midland Tight,United States,Steward Energy
Permian Midland Tight,United States,XTO Energy
Permian Midland Tight,United States,Pacesetter Energy
Permian Midland Tight,United States,Great Western Operating Co.
Permian Midland Tight,United States,Tabula Rasa Energy
Permian Midland Tight,United States,Smith Energy Operating Company
Permian Midland Tight,United States,Roff Operating Company
Permian Midland Tight,United States,Relentless Permian Operating
Permian Midland Tight,United States,Chevron Corp
Permian Midland Tight,United States,Grenadier Energy
Permian Midland Tight,United States,Bayswater Operating
Permian Midland Tight,United States,Rocker A Operating Company
Pervomaisky Coal Mine,Russia,Siberian Business Union-Coal (SBU)
Phulbari Coal Mine,Bangladesh,GCM Resources
Pingshuo East Coal Mine,China,China Coal Xinji Energy Co Ltd
Pingshuo East Coal Mine,China,HKSCC Nominees Limited
Pribbenow Coal Mine,Colombia,Drummond Company
Project Kuwait,Kuwait,No informations on company
Project Motheo,Botswana,Minerals Development Company Botswana
QatarGas 1 LNG T1-T3,Qatar,QatarEnergy
QatarGas 1 LNG T1-T3,Qatar,ConocoPhillips
QatarGas 1 LNG T1-T3,Qatar,Mitsui & Co. Ltd.
QatarGas LNG T12-T13 (NFE-South),Qatar,QatarEnergy
QatarGas LNG T12-T13 (NFE-South),Qatar,ConocoPhillips
QatarGas LNG T12-T13 (NFE-South),Qatar,Mitsui & Co. Ltd.
QatarGas LNG T8-T11 (NFE-East),Qatar,QatarEnergy
Qatargas 2 LNG T4-T5,Qatar,QatarEnergy
Qatargas 2 LNG T4-T5,Qatar,Exxon Mobil Corp
Qatargas 2 LNG T4-T5,Qatar,TotalEnergies SE
Qatif project,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Qingchunta Coal Mine,China,Shanghai Chengrui Investment Company
Qingchunta Coal Mine,China,Guangdong Hanjian Investment Co Ltd
Qinghua No.7 Coal Mine,China,China Kingho Energy Group
Qingshuiying Coal Mine,China,China Energy Investment Corp Ltd
Qingshuiying Coal Mine,China,Ningxia State-Owned Capital Operation Group
Qiyuan Coal Mine,China,Huayang New Material Technology Group Co Ltd
Qurna West,Iraq,Exxon Mobil Corp
Qurna West,Iraq,China National Petroleum Corporation (CNPC)
Qurna West,Iraq,ITOCHU Corp
Qurna West,Iraq,Pertamina Persero PT
Qurna West,Iraq,Iraqi Oil Exploration Company
Qurna West-2,Iraq,LUKOIL PJSC
Rajmahal Coal Mine,India,Coal India Ltd
Rasgas 2 LNG T3-T5,Qatar,QatarEnergy
Rasgas 3 LNG T6-T7,Qatar,QatarEnergy
Raspadskaya Coal Mine,Russia,Evraz PLC
Ratawi,Iraq,Basra Oil Company
Red Hill Coal Project,Australia,Mitsubishi Corp
Red Hill Coal Project,Australia,BHP Group Ltd
Revuboe Coal Mine,Mozambique,Talbot Group
Revuboe Coal Mine,Mozambique,Nippon Steel & Sumitomo Metal
Revuboe Coal Mine,Mozambique,POSCO Holdings Inc
Romashkino,Russia,Tatneft
Rumaila North & South,Iraq,BP PLC
Rumaila North & South,Iraq,China National Petroleum Corporation (CNPC)
Rumaila North & South,Iraq,Basra Oil Company
Rusanovskoye (Kara Sea),Russia,No informations on company
Saebyol Coal Mining Complex,North Korea,Government of North Korea
Safaniya,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Safaniya YTF Concession,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Saharpur Jamarpani,India,Uttar Pradesh Rajya Vidyut
Samotlorneftegaz (TNK-BP),Russia,Russian Federation Agency for State Property Management
Samotlorneftegaz (TNK-BP),Russia,QH Oil Investments LLC
Samotlorneftegaz (TNK-BP),Russia,BP PLC
Samotlorneftegaz (TNK-BP),Russia,Rosneftegaz AO
San Juan Coal Mine,Colombia,Yildirim Holding AS
Sandaogou Coal Mine,China,China Energy Investment Corp Ltd
Sandaogou Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Sanjiao No.1 Coal Mine,China,Jinneng Holding Group Co Ltd
Santos Offshore,Brazil,No informations on company
Saraji East Coal Mine,Australia,BHP Group Ltd
Saraji East Coal Mine,Australia,Mitsubishi Corp
Sembar Shale,Pakistan,Polskie Górnictwo Naftowe i Gazownictwo SA (PGNiG)
Sembar Shale,Pakistan,Harbour Energy PLC
Sembar Shale,Pakistan,Shell PLC
Sembar Shale,Pakistan,Mari Petroleum Company Limited
Sembar Shale,Pakistan,Eni SpA
Sembar Shale,Pakistan,Pakistan Petroleum Limited
Sembar Shale,Pakistan,Private Investors
Sembar Shale,Pakistan,PPL Employees Empowerment Trust
Sembar Shale,Pakistan,Oil and Gas Development Company Limited
Sembar Shale,Pakistan,United Energy Group Ltd
Sembar Shale,Pakistan,Kuwait Petroleum Corp
Sembar Shale,Pakistan,Former Eni Employees
Sembar Shale,Pakistan,Hub Power
Sembar Shale,Pakistan,Al-Haj Group of Companies
Sembar Shale,Pakistan,Government Holdings (Private) Limited
Sembar Shale,Pakistan,Hashoo Group
Sembar Shale,Pakistan,Government of Pakistan
Sengwe Colliery,Zimbabwe,RioZim
SeverEnergia Project,Russia,
SeverEnergia Project,Russia,Gazprom PJSC
Shaanxi Caojiatan Coal Mine,China,Shenmu City State-Owned Assets Operation Co
Shaanxi Caojiatan Coal Mine,China,Yulin State-Owned Asset Operation and Management Company
Shaanxi Caojiatan Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Shaanxi Caojiatan Coal Mine,China,Shaanxi Financial Holding Group
Shaanxi Caojiatan Coal Mine,China,Yulin City Yuyang District Energy Investment Company
Shahaiji No.1 Coal Mine,China,China Energy Investment Corp Ltd
Shajihai No.2 Coal Mine,China,China Energy Investment Corp Ltd
Shangwan Coal Mine,China,China Energy Investment Corp Ltd
Shangwan Coal Mine,China,HKSCC Nominees Limited
Shangyuquan Coal Mine,China,Guangdong Jinma Tourism Group
Shangyuquan Coal Mine,China,Jinneng Holding Group Co Ltd
Shanxi Dongda Coal Mine,China,Jinneng Holding Group Co Ltd
Shanxi Lu'an Gucheng Coal Mine,China,Lu'an Chemical Group Co Ltd
Shaqu No.1 Coal Mine,China,Shanxi Coking Coal Group Co Ltd
Shaqu No.1 Coal Mine,China,China Coal Xinji Energy Co Ltd
Shaybah,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Shengli,China,Sinopec Group
Shengli East No.2 Coal Mine,China,China Datang Corp
Shengli East No.2 Coal Mine,China,HKSCC Nominees Limited
Shengli East No.2 Coal Mine,China,Tianjin Energy Investment Co Ltd
Shengli East No.2 Coal Mine,China,Hebei Construction & Investment Group Co Ltd
Shengli East No.2 Coal Mine,China,Beijing Energy Holding Co Ltd
Shengli No.1 Open-Pit Coal Mine,China,China Energy Investment Corp Ltd
Shengli No.1 Open-Pit Coal Mine,China,China Huaneng Group Co Ltd
Shenhua Baorixile Surface Coal Mine,China,Changchun Jijun Trade Company
Shenhua Baorixile Surface Coal Mine,China,China National Petroleum Corporation (CNPC)
Shenhua Baorixile Surface Coal Mine,China,China Energy Investment Corp Ltd
Shenhua Baorixile Surface Coal Mine,China,Guangda Holding Company
Shenhua Bulianta Coal Mine,China,China Energy Investment Corp Ltd
Shenhua Bulianta Coal Mine,China,HKSCC Nominees Limited
Shenhua Heidaigou Surface Coal Mine,China,China Energy Investment Corp Ltd
Shenhua Heidaigou Surface Coal Mine,China,China Cinda Asset Management Company
Shicaocun Coal Mine,China,China Energy Investment Corp Ltd
Shicaocun Coal Mine,China,Ningxia State-Owned Assets Company
Shigetai Coal Mine,China,HKSCC Nominees Limited
Shigetai Coal Mine,China,China Energy Investment Corp Ltd
Shilawusu Coal Mine,China,Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City
Shilawusu Coal Mine,China,Jiutai Energy
Shilawusu Coal Mine,China,Shandong Energy Co Ltd
Shilawusu Coal Mine,China,Shanghai Huayi Group
Shitoumei No.1 Coal Mine,China,Xinjiang Energy Group
Shtokman,Russia,Equinor ASA
Shtokman,Russia,TotalEnergies SE
Shtokman,Russia,Gazprom PJSC
Shubarkol Coal Mine,Kazakhstan,Joint Resources JSC
Shubarkol Coal Mine,Kazakhstan,
Shurapskaya Coal Mine,Russia,Siberian Business Union-Coal (SBU)
Siarmal Coal Mine,India,Coal India Ltd
Sihe Coal Mine,China,Jinneng Holding Group Co Ltd
Sihe Coal Mine,China,China Development Bank
Sihe Coal Mine,China,China Cinda Asset Management Company
Sijiazhuang Coal Mine,China,Huayang New Material Technology Group Co Ltd
Sirte Shale,Libya,TotalEnergies SE
Sirte Shale,Libya,Repsol SA
Sirte Shale,Libya,
Sirte Shale,Libya,Suncor Energy Inc
Sirte Shale,Libya,National Oil Corporation
Sirte Shale,Libya,Wintershall Dea
Sirte Shale,Libya,Hess Corporation
Sirte Shale,Libya,OMV AG
Sirte Shale,Libya,Equinor ASA
Sirte Shale,Libya,Marathon Oil Corp
Sirte Shale,Libya,ConocoPhillips
Sirte Shale,Libya,National Oil Corporation (Libya)
Sirte Shale,Libya,Eni
Sirte Shale,Libya,Gazprom EP International
South Pars (Phases 2-3) dry gas,Iran,Gazprom PJSC
South Pars (Phases 2-3) dry gas,Iran,Petroliam Nasional Berhad (Petronas)
South Pars (Phases 2-3) dry gas,Iran,TotalEnergies SE
South Pars (Phases 20-21),Iran,National Iranian Oil Company
South Pars (Phases 22-24),Iran,No informations on company
South Pars (Phases 4-5) dry gas,Iran,Eni SpA
South Pars (Phases 4-5) dry gas,Iran,PPL Corp
South Pars (Phases 4-5) dry gas,Iran,PPI
South Pars (Phases 4-5) dry gas,Iran,National Iranian Oil Company
South Pars (Phases 9-10) dry gas,Iran,National Iranian Oil Company
Southeast Uplift Onshore Heilongjiang Province,China,No informations on company
"Spirit River (Notikewin, Falher, Wilrich)",Canada,No informations on company
Stepnoy Coal Mine,Russia,Octo Coal
Suancigou Coal Mine,China,Beijing Jingneng Power Company
Suancigou Coal Mine,China,Inner Mongolia Yitai Investment Co Ltd
Suancigou Coal Mine,China,Shanxi Yuedian Energy
Sudair Shale,Saudi Arabia,No informations on company
Sugodinsk-Ogodzhinsky Coal Mine,Russia,A-Property
Syncrude Mildred Lake/Aurora,Canada,CNOOC Oil Sands Canada
Syncrude Mildred Lake/Aurora,Canada,Suncor
Syncrude Mildred Lake/Aurora,Canada,Imperial Oil Resources Limited
Syncrude Mildred Lake/Aurora,Canada,Sinopec Oil Sands Partnership
Talahao Coal Mine,China,Inner Mongolia Yitai Investment Co Ltd
Talaipalli Coal Mine,India,National Thermal Power Corporation
Taldinsky Coal Mine,Russia,Ural Mining Metallurgical Company
Talike District No. 2 Coal Mine,China,Bazhou Dongchen Industry and Trade Company
Tambey Zone (Yamal Megaproject),Russia,PAO NOVATEK
Tambey Zone (Yamal Megaproject),Russia,TotalEnergies SE
Tambey Zone (Yamal Megaproject),Russia,China National Petroleum Corporation (CNPC)
Tambey Zone (Yamal Megaproject),Russia,Wutongshu Investment Platform Co.
Tambey Zone (Yamal Megaproject),Russia,China Investment Co
Tambey Zone (Yamal Megaproject),Russia,China Development Bank
Tambey Zone (Yamal Megaproject),Russia,China Import-Export Bank
Tanf Shale,Syria,No informations on company
Tannezuft Shale,Algeria,Mubadala Investment Company
Tannezuft Shale,Algeria,Carlyle Group
Tannezuft Shale,Algeria,Repsol SA
Tannezuft Shale,Algeria,PTT PLC
Tannezuft Shale,Algeria,Hess Corporation
Tannezuft Shale,Algeria,Vietnam Oil and Gas Group
Tannezuft Shale,Algeria,Eni SpA
Tannezuft Shale,Algeria,BHP Group Ltd
Tannezuft Shale,Algeria,Sinopec Group
Tannezuft Shale,Algeria,Pertamina Persero PT
Tannezuft Shale,Algeria,BP PLC
Tannezuft Shale,Algeria,
Tannezuft Shale,Algeria,Enel SpA
Tannezuft Shale,Algeria,Equinor ASA
Tannezuft Shale,Algeria,Worldview Capital Management group
Tannezuft Shale,Algeria,PT Pertamina (Persero)
Tannezuft Shale,Algeria,TotalEnergies SE
Tannezuft Shale,Algeria,Occidental Petroleum Corp
Tannezuft Shale,Algeria,Sonatrach SPA
Tanzanian Coastal Offshore,Tanzania,No informations on company
Taohe Coal Mine,China,Shandong First Geological and Mineral Exploration Institute
Taran Gaole Coal Mine,China,China Energy Investment Corp Ltd
Tarim (CNPC),China,PetroChina
Tashan Coal Mine,China,Jinneng Holding Group Co Ltd
Tashan Coal Mine,China,China Datang Corp
Tashan Coal Mine,China,HKSCC Nominees Limited
Tavan Tolgoi Coal Mine,Mongolia,Erdenes MGL
Taymyr Basin CBM,Russia,No informations on company
Tengiz,Kazakhstan,Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna”
Tengiz,Kazakhstan,National Bank of the Republic of Kazakhstan
Tengiz,Kazakhstan,Chevron Corp
Tengiz,Kazakhstan,Exxon Mobil Corp
Tengiz,Kazakhstan,LUKOIL PJSC
Thar Coal Mine,Pakistan,Sindh Engro Coal Mining Company
Timan - Pechora Basin Offshore,Russia,Gazprom PJSC
Timan - Pechora Basin Offshore,Russia,Equinor ASA
Timan - Pechora Basin Offshore,Russia,TotalEnergies SE
Timan - Pechora Basin Onshore,Russia,Lukoil
Timan - Pechora Basin Onshore,Russia,OOO Gazprom dobycha Krasnodar
Tongxin Coal Mine,China,Jinneng Holding Group Co Ltd
Tongxin Coal Mine,China,China Energy Investment Corp Ltd
Tongxin Coal Mine,China,China Cinda Asset Management Company
Troll,Norway,TotalEnergies SE
Troll,Norway,Shell PLC
Troll,Norway,ConocoPhillips
Troll,Norway,Petoro AS
Troll,Norway,Equinor ASA
Tunguska Basin CBM,Russia,Rosneftegaz AO
Tunguska Basin CBM,Russia,BP PLC
Tunguska Basin CBM,Russia,QH Oil Investments LLC
Tunguska Basin CBM,Russia,Russian Federation Agency for State Property Management
Tutupan Coal Mine,Indonesia,Adaro Energy
Ulug-Khem Project,Russia,Severstal-Resource
Umm Shaif/Nasr,United Arab Emirates,No informations on company
Upper Zakum,United Arab Emirates,Exxon Mobil Corp
Upper Zakum,United Arab Emirates,Abu Dhabi National Oil Company
Upper Zakum,United Arab Emirates,Inpex Corp
Urengoyskoye,Russia,Gazprom PJSC
Usinsk-1 Coal Mine,Russia,Russkaya Energiya
Utica Shale,United States,Snyder Bros
Utica Shale,United States,Hilcorp Energy Co
Utica Shale,United States,EXCO Resources Inc
Utica Shale,United States,Inflection Energy
Utica Shale,United States,Pa Gen Energy Co.
Utica Shale,United States,Arcadia Operating
Utica Shale,United States,Seneca Resources
Utica Shale,United States,Rockdale Marcellus
Utica Shale,United States,Swepi LP
Utica Shale,United States,EOG Resources Inc
Utica Shale,United States,Tug Hill Operating
Utica Shale,United States,Arsenal Resources
Utica Shale,United States,Jay-Bee Oil & Gas
Utica Shale,United States,Triad Hunter
Utica Shale,United States,Tribune Resources
Utica Shale,United States,EM Energy Ohio
Utica Shale,United States,Northeast Natural Energy LLC
Utica Shale,United States,Equinor Energy
Utica Shale,United States,American Petroleum
Utica Shale,United States,Pennenergy Resources
Utica Shale,United States,EAP Ohio
Utica Shale,United States,Gulfport Energy Corp
Utica Shale,United States,Range Resources Appalachia
Utica Shale,United States,SWN Production Co.
Utica Shale,United States,BKV Operations
Utica Shale,United States,Chesapeake Operating
Utica Shale,United States,Chief Oil & Gas
Utica Shale,United States,Cabot Oil & Gas
Utica Shale,United States,JKLM Energy
Utica Shale,United States,Repsol Oil & Gas
Utica Shale,United States,Gulfport Apalachia
Utica Shale,United States,Antero Resources Corp
Utica Shale,United States,Olympus Energy
Utica Shale,United States,EQT Chap.
Utica Shale,United States,Ascent Resources
Utica Shale,United States,Diversified Production
Utica Shale,United States,Eclipse Resources
Utica Shale,United States,XTO Energy
Utica Shale,United States,CNX Gas Co.
Utica Shale,United States,EQT Production Co.
Utica Shale,United States,Greylock Production
Utica Shale,United States,Rice Drilling
Utica Shale,United States,HG Energy
Vaca Muerta Shale,Argentina,Shell PLC
Vaca Muerta Shale,Argentina,GeoPark Argentina Ltd (Sucursal Argentina)
Vaca Muerta Shale,Argentina,President Petroleum SA
Vaca Muerta Shale,Argentina,Capex SA
Vaca Muerta Shale,Argentina,Petroquimica Comodoro Rivadavia SA
Vaca Muerta Shale,Argentina,Petroleos Sudamericanos SA
Vaca Muerta Shale,Argentina,Tecpetrol SA
Vaca Muerta Shale,Argentina,Pampa Energia SA
Vaca Muerta Shale,Argentina,Vista Oil & Gas Argentina SAU
Vaca Muerta Shale,Argentina,Oilstone Energia SA
Vaca Muerta Shale,Argentina,Wintershall Dea Argentina SA
Vaca Muerta Shale,Argentina,TotalEnergies SE
Vaca Muerta Shale,Argentina,Exxon Mobil Corp
Vaca Muerta Shale,Argentina,Pluspetrol SA
Vaca Muerta Shale,Argentina,Medanito SA
Vaca Muerta Shale,Argentina,Chevron Argentina SRL
Vaca Muerta Shale,Argentina,Pan American Energy Group SL
Vaca Muerta Shale,Argentina,San Jorge Petroleum SA
Vaca Muerta Shale,Argentina,YPF SA
Valeria Coal Mine,Australia,Glencore PLC
Velkerri Shale,Australia,No informations on company
Volga - Urals Onshore,Russia,No informations on company
Wangjialing Coal Mine,China,Shanxi Coking Coal Group Co Ltd
Wangjialing Coal Mine,China,China Coal Xinji Energy Co Ltd
Wangjialing Coal Mine,China,HKSCC Nominees Limited
Wangjiata Coal Mine,China,Xin’ao Holding Investment Company
Wangjiata Coal Mine,China,Hongchuang (Shenzhen) Investment Center
Wangjiata Coal Mine,China,Langfang Heyuan Investment Center
Wangjiata Coal Mine,China,Hebei Weiyuan Group
Wangwa Coal Mine,China,Ningxia Wangwa Coal Industry Company
Wards Well Coal Mine,Australia,Stanmore Resources
Wards Well Coal Mine,Australia,Mitsubishi Corp
Weijiamao Open Pit Mine,China,China Huaneng Group Co Ltd
Weijiamao Open Pit Mine,China,Guangdong Hengjian Investment Holding Co Ltd
Weijiamao Open Pit Mine,China,China Energy Investment Corp Ltd
Weijiamao Open Pit Mine,China,China Securities Finance Corporation
Wenjiazhuang Coal Mine,China,Beijing Sunshine Ruita Investment Consulting Company
Wenjiazhuang Coal Mine,China,Shanxi Boda Group
Wenjiazhuang Coal Mine,China,Shanxi Provincial Coal Industry Agency Service Center
Wenjiazhuang Coal Mine,China,Yang Quan Coal Industry Group
Wenjiazhuang Coal Mine,China,Jinneng Holding Group Co Ltd
West Florida Offshore,United States,No informations on company
West Macedonia Lignite Centre (WMLC),Greece,Public Power Corporation of Greece S.A
West Siberia Offshore,Russia,Surgutneftegas
West Siberia Onshore,Russia,No informations on company
West Well of Faer Second Coal Mine,China,Guizhou Panjiang Coal and Electricity Group
West Well of Faer Second Coal Mine,China,Shandong Energy Co Ltd
West Well of Faer Second Coal Mine,China,Guizhou Coalfield Geology Bureau
Western Gulf Province_Texas,United States,No informations on company
Wilton and Fairhill Coal Projects,Australia,Futura Resources
Wilton and Fairhill Coal Projects,Australia,Sojitz Corp
Woodford Shale,United States,Bosque Texas Oil
Woodford Shale,United States,Jagged Peak Energy
Wucaiwan No.1 Coal Mine,China,Xinjiang Xinhua Hydropower Investment Company
Wucaiwan No.1 Coal Mine,China,Xinjiang Energy Group
Wucaiwan No.1 Coal Mine,China,Xinjiang Changyuan Water Group
Wucaiwan No.1 Coal Mine,China,Beijing Guotai Xinhua Industrial Company
Wucaiwan No.1 Surface Mine,China,Zhejiang Xinhu Group Holding Company
Wucaiwan No.1 Surface Mine,China,Zhejiang Shenglong Industrial Company
Wucaiwan No.1 Surface Mine,China,Yichang Caiyuan Investment and Management Company
Wucaiwan No.1 Surface Mine,China,Yichang Xinfa Industry Investment Company
Wucaiwan No.1 Surface Mine,China,Hubei Yihua Chemical Industry Co Ltd
Wucaiwan No.1 Surface Mine,China,Xinjiang Energy Group
Wudong Coal Mine,China,China Energy Investment Corp Ltd
Xiaobaodang No.1 Coal Mine,China,Shaanxi Investment Group Co Ltd
Xiaobaodang No.1 Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Xiaobaodang No.2 Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Xiaobaodang No.2 Coal Mine,China,Shaanxi Investment Group Co Ltd
Xiaojiawa Coal Mine,China,China Huadian Corp Ltd
Xiaojiawa Coal Mine,China,Shanxi Tangrong Investment Company
Xiaojiawa Coal Mine,China,Shanxi Dubao New Energy Group
Xiaojihan Coal Mine,China,Yulin Yuyang District Energy Investment Company
Xiaojihan Coal Mine,China,China Huadian Corp Ltd
Xiaojihan Coal Mine,China,Yuling Mining Group
Xiaozhuang Coal Mine,China,China Development Bank
Xiaozhuang Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Xinjiang (CNPC),China,No informations on company
Xinjiang Hongshan Coal Mine,China,Xuzhou Coal Mining Group
Xinwen Ili No.1 Coal Mine,China,Shandong Energy Co Ltd
Xinzhuang Coal Mine,China,China Huaneng Group Co Ltd
Xiwan Surface Coal Mine,China,China Energy Investment Corp Ltd
Xiwan Surface Coal Mine,China,Shaanxi Yanchang Petroleum Group Co Ltd
Yadian Coal Mine,China,Bin County Coal Company
Yallourn,Australia,CLP Holdings Ltd
Yangchangwan No.1 Well Coal Mine,China,Ningxia State-Owned Capital Operation Group
Yangchangwan No.1 Well Coal Mine,China,China Energy Investment Corp Ltd
Yangjiacun Coal Mine,China,Shandong Energy Co Ltd
Yangquan No.1 Coal Mine,China,Huayang New Material Technology Group Co Ltd
Yashlar Vostochnyy (East),Turkmenistan,No informations on company
Yili No.4 Coal Mine,China,Shandong Energy Co Ltd
Yili No.4 Coal Mine,China,Zhejiang Provincial Energy Group Co Ltd
Yimin Surface Coal Mine,China,China Huaneng Group Co Ltd
Yingpanhao Coal Mine,China,Shandong Energy Co Ltd
Yolotan (Iolotan) South,Turkmenistan,No informations on company
Youngs Creek Coal Mine,United States,Navajo Nation
Yucatan Platform Offshore,Mexico,Petróleos Mexicanos (PEMEX)
Yucatan Platform Offshore,Mexico,
Yuganskneftegaz,Russia,Rosneft
Yushuwan Coal Mine,China,Shaanxi Yulin Energy Group Co Ltd
Yushuwan Coal Mine,China,Shenmu Coal Company
Yushuwan Coal Mine,China,Yulin Yuyang Coal Company
Yushuwan Coal Mine,China,Yanchang Oil and Minerals Administration Hengshan Oil Drilling and Production Company
Yuwang No.1 Coal Mine,China,Hebei Construction & Investment Group Co Ltd
Yuwang No.1 Coal Mine,China,HKSCC Nominees Limited
Yuwang No.1 Coal Mine,China,China Huaneng Group Co Ltd
Yuwang No.1 Coal Mine,China,Shanghua Investment Company
Zambezi Coal Mine,Mozambique,Coal India Ltd
Zambezi Coal Mine,Mozambique,Steel Authority of India (SAIL)
Zambezi Coal Mine,Mozambique,Rashtriya Ispat Nigam (RINL)
Zambezi Coal Mine,Mozambique,NMDC
Zambezi Coal Mine,Mozambique,NTPC Ltd
Zaoquan Coal Mine,China,Ningxia State-Owned Capital Operation Group
Zaoquan Coal Mine,China,China Energy Investment Corp Ltd
Zhangji Coal Mine,China,Huaihe Energy
Zhangji Coal Mine,China,China Cinda Asset Management Company
Zhangji Coal Mine,China,China Energy Investment Corp Ltd
Zhangjiamao Coal Mine,China,Shaanxi Coal and Chemical Industry Group Co Ltd
Zhangjiamao Coal Mine,China,Shenmu City State-Owned Assets Operation Co
Zhaoshipan Coal Mine,China,Shaanxi Investment Group Co Ltd
Zhaoshipan Coal Mine,China,Yulin City Finance Investment Management Company
Zhaoshipan Coal Mine,China,Shaanxi Yulin Energy Group Co Ltd
Zhong Yu Coal Mine,China,Shanxi Coking Coal Group Co Ltd
Zhong Yu Coal Mine,China,China Cinda Asset Management Company
Zhundong Surface Mine,China,China Energy Investment Corp Ltd
Zubair,Iraq,Eni SpA
Zubair,Iraq,Korea Gas Corporation (KOGAS)
Zubair,Iraq,Missan Oil Company
Zubair,Iraq,Basra Oil Company
Zuluf,Saudi Arabia,Saudi Arabian Oil Company (Saudi Aramco)
Zuluf (CR in field),Saudi Arabia,No informations on company
Zuluf (expansion),Saudi Arabia,No informations on company
